11.777103	21.226260	1
54.216471	63.136615	2
92.537725	101.368725	3
101.368725	109.704325	4
118.381883	122.738199	5
122.738199	127.052134	6
176.468036	187.036595	7
223.661209	252.683827	8
252.683827	263.722943	9
263.722943	276.711514	10
276.711514	285.137718	11
297.734645	306.488194	12
312.093972	321.196786	13
