11.801947	21.236489	1
54.175553	63.159996	2
92.702858	101.339498	3
101.339498	109.729168	4
118.381883	122.698742	5
122.698742	127.059441	6
176.548411	187.014674	7
223.659748	252.656061	8
252.657522	263.762400	9
263.762400	276.784582	10
276.784582	285.181559	11
297.772640	306.529112	12
311.998984	321.224552	13
