10.355886	19.572800	1
50.967547	59.296646	2
84.581829	92.735702	3
92.735702	100.936302	4
109.195311	113.278089	5
113.278089	117.407593	6
165.764265	176.698398	7
210.622248	238.477420	8
238.477420	249.101986	9
249.101986	261.548908	10
261.548908	269.813758	11
282.196430	291.594412	12
296.897933	306.488664	13
