14.625731	24.168343	1
55.634076	64.144948	2
90.901916	99.232582	3
99.232582	107.604430	4
115.988044	120.176910	5
120.176910	124.248111	6
173.926176	184.398340	7
219.062381	246.884215	8
246.884215	257.268131	9
257.268131	269.669997	10
269.669997	277.765333	11
289.867154	298.886159	12
304.228139	313.394225	13
