15.223848	24.235565	1
55.510675	63.576155	2
89.070956	97.430595	3
97.430595	105.590265	4
113.903534	118.092773	5
118.092773	122.216804	6
169.488112	179.806883	7
214.503229	241.419559	8
241.419559	252.010755	9
252.010755	264.490079	10
264.490079	272.754080	11
285.158053	293.714765	12
299.077744	308.492302	13
