14.920638	14.920638	Beginning
26.517458	26.517458	PE
40.377228	40.377228	PE
56.834140	56.834140	PE
65.336878	65.336878	PE
73.816111	73.816111	PE
82.044567	82.044567	PE
91.233010	91.233010	PPE
99.495751	99.495751	PE
107.552782	107.552782	PE
115.781238	115.781238	PE
123.975409	123.975409	PE
137.518077	137.518077	PE
145.849389	145.849389	PE
160.934892	160.934892	PPE
174.820412	174.820412	PE
182.191738	182.191738	PE
190.968758	190.968758	PPE
195.974402	195.974402	PPE
202.420026	202.420026	PE
210.477057	210.477057	PE
218.739798	218.739798	PE
228.408234	228.408234	PE
239.619506	239.619506	PEs
255.836422	255.836422	PEs
266.636271	266.636271	PE
279.184667	279.184667	PE
291.527352	291.527352	PE
299.961519	299.961519	PE
310.521372	310.521372	PE
321.869785	321.869785	PPE
326.086868	326.086868	PE
