33.750641	33.750641	Beginning
43.991723	43.991723	PE
58.240391	58.240391	PE
74.686093	74.686093	PE
83.197263	83.197263	PE
91.454713	91.454713	PE
99.573769	99.573769	PE
108.407856	108.407856	PPE
117.057419	117.057419	PE
125.545524	125.545524	PE
134.102825	134.102825	PE
142.637060	142.637060	PE
156.038117	156.038117	PE
164.918335	164.918335	PE
173.544832	173.544832	PPE
182.448116	182.448116	PE
189.667618	189.667618	PE
198.063460	198.063460	PPE
202.376709	202.376709	PPE
208.904246	208.904246	PE
216.792647	216.792647	PE
225.142359	225.142359	PE
234.945197	234.945197	PE
246.016638	246.016638	PEs
262.047161	262.047161	PEs
273.049405	273.049405	PE
285.735431	285.735431	PE
298.306129	298.306129	PE
306.771168	306.771168	PE
316.297220	316.297220	PE
326.607499	326.607499	PPE
330.205718	330.205718	PE
