5.987748	5.987748	Beginning
17.268281	17.268281	PE
31.491563	31.491563	PE
48.142323	48.142323	PE
57.073821	57.073821	PE
65.592302	65.592302	PE
74.059155	74.059155	PE
83.093908	83.093908	PPE
91.689829	91.689829	PE
99.821106	99.821106	PE
108.105969	108.105969	PE
116.254213	116.254213	PE
129.527070	129.527070	PE
138.086617	138.086617	PE
147.679979	147.679979	PPE
156.517434	156.517434	PE
163.820840	163.820840	PE
172.369271	172.369271	PPE
177.227092	177.227092	PPE
183.696775	183.696775	PE
191.789438	191.789438	PE
200.148892	200.148892	PE
209.953464	209.953464	PE
221.169806	221.169806	PEs
237.099457	237.099457	PEs
247.904495	247.904495	PE
260.376978	260.376978	PE
272.704949	272.704949	PE
280.964357	280.964357	PE
290.290928	290.290928	PE
301.518386	301.518386	PPE
305.175647	305.175647	PE
