8.533935	8.533935	Beginning
20.322627	20.322627	PE
34.771197	34.771197	PE
51.143822	51.143822	PE
59.391609	59.391609	PE
67.523468	67.523468	PE
75.401206	75.401206	PE
84.440637	84.440637	PPE
92.826616	92.826616	PE
101.031081	101.031081	PE
109.308151	109.308151	PE
117.512615	117.512615	PE
130.545371	130.545371	PE
139.294379	139.294379	PE
148.406417	148.406417	PPE
157.663667	157.663667	PE
164.924254	164.924254	PE
173.636960	173.636960	PPE
178.719372	178.719372	PPE
185.072386	185.072386	PE
192.913821	192.913821	PE
201.009376	201.009376	PE
210.629655	210.629655	PE
221.956173	221.956173	PEs
238.474010	238.474010	PEs
249.183377	249.183377	PE
261.635286	261.635286	PE
273.905679	273.905679	PE
282.327961	282.327961	PE
291.730422	291.730422	PE
303.419969	303.419969	PPE
307.195475	307.195475	PE
