19.683226	29.302824	1		19.750829	29.259804	1		19.801531	29.202956	1		19.776948	29.26595	1
62.062619	71.03538	2		62.180924	70.995432	2		62.16556	71.098373	2		62.170169	71.032307	2
98.330088	107.058556	3		98.108841	107.027827	3		98.297822	106.972515	3		98.29475	106.997098	3
107.058556	115.677937	4		107.029363	115.644135	4		106.972515	115.653354	4		106.997098	115.674864	4
124.454034	128.82211	5		124.461717	128.868202	5		124.512419	128.829792	5		124.48169	128.888176	5
128.82211	133.185575	6		128.868202	133.19633	6		128.829792	133.21784	6		128.888176	133.171747	6
183.867845	195.569309	7		183.772587	194.802629	7		183.837117	195.369572	7		183.812534	194.924007	7
231.409649	259.916601	8		231.37892	259.916601	8		231.391212	259.864363	8		231.417331	259.779859	8
259.916601	270.88365	9		259.916601	270.879041	9		259.864363	270.960472	9		259.779859	270.928207	9
270.88365	283.719	10		270.879041	283.645251	10		270.960472	283.748192	10		270.928207	283.821941	10
283.719	292.17552	11		283.645251	292.198566	11		283.748192	292.249268	11		283.821941	292.235441	11
304.89871	314.097326	12		304.943267	313.986703	12		305.003187	313.994385	12		304.932512	314.151101	12
319.62848	329.114409	13		319.673037	329.075998	13		319.648454	329.122091	13		319.700692	329.097508	13
