10.567618	19.555277	1		10.541334	19.555277	1		10.45226	19.564038	1		10.355886	19.5728	1
51.033257	59.311248	2		51.12087	59.283504	2		50.967547	59.393021	2		50.967547	59.296646	2
84.540943	92.78389	3		84.510279	92.780969	3		84.551165	92.795571	3		84.581829	92.735702	3
92.78389	100.934842	4		92.780969	100.955285	4		92.795571	100.962586	4		92.735702	100.936302	4
109.174868	113.302912	5		109.128141	113.326276	5		109.199692	113.324816	5		109.195311	113.278089	5
113.302912	117.449939	6		113.326276	117.428036	6		113.324816	117.430957	6		113.278089	117.407593	6
165.765725	177.292708	7		165.765725	176.701319	7		165.777407	176.638529	7		165.764265	176.698398	7
210.582822	238.464278	8		210.584282	238.48034	8		210.578441	238.54751	8		210.622248	238.47742	8
238.464278	249.12535	9		238.4818	249.074242	9		238.54751	249.12389	9		238.47742	249.101986	9
249.12535	261.516784	10		249.074242	261.483198	10		249.12389	261.516784	10		249.101986	261.548908	10
261.516784	269.750969	11		261.483198	269.76119	11		261.516784	269.790395	11		261.548908	269.813758	11
282.187669	291.530162	12		282.148243	291.457151	12		282.336612	291.557906	12		282.19643	291.594412	12
296.789877	306.541232	13		296.839525	306.579197	13		296.731468	306.523709	13		296.897933	306.488664	13
