6.998591	16.349893	1		6.949213	16.362964	1		6.991329	16.381843	1		7.000043	16.410889	1
48.13764	56.822341	2		48.189922	56.752631	2		48.179756	56.8601	2		48.187018	56.796199	2
83.175614	91.571309	3		83.140759	91.566952	3		83.317939	91.521931	3		83.303416	91.517574	3
91.571309	99.696878	4		91.566952	99.750612	4		91.521931	99.720114	4		91.517574	99.725923	4
107.931368	112.051518	5		107.899418	112.061684	5		107.966223	112.079111	5		108.096929	112.070398	5
112.051518	116.218141	6		112.061684	116.20507	6		112.079111	116.213784	6		112.070398	116.194904	6
164.749352	175.902947	7		164.740638	175.240702	7		164.787111	175.057714	7		164.765327	175.146303	7
209.905438	237.05602	8		209.905438	237.08797	8		209.901081	236.9166	8		209.908343	237.077804	8
237.05602	247.820401	9		237.08797	247.800069	9		236.9166	247.849447	9		237.077804	247.726002	9
247.820401	260.333341	10		247.801521	260.3072	10		247.849447	260.359482	10		247.726002	260.302843	10
260.333341	268.57945	11		260.3072	268.596877	11		260.359482	268.644803	11		260.302843	268.609948	11
280.942804	289.540367	12		280.902139	289.456134	12		280.906496	289.540367	12		280.925376	289.563603	12
295.015504	304.475728	13		294.896416	304.500417	13		294.902225	304.467014	13		294.890607	304.481537	13
