15.201387	24.239913	1		15.223848	24.235565	1		15.31224	24.234116	1		15.197764	24.280486	1
55.383157	63.700774	2		55.510675	63.576155	2		55.37881	63.638465	2		55.365769	63.613831	2
89.018789	97.452331	3		89.070956	97.430595	3		89.197024	97.427697	3		89.169492	97.434943	3
97.452331	105.56708	4		97.430595	105.590265	4		97.427697	105.575774	4		97.434943	105.56708	4
113.942659	118.121755	5		113.903534	118.092773	5		113.994825	118.108713	5		113.92527	118.092773	5
118.121755	122.239989	6		118.092773	122.216804	6		118.108713	122.242887	6		118.092773	122.219702	6
169.464927	180.466207	7		169.488112	179.806883	7		169.535931	179.705449	7		169.55187	179.817027	7
214.533659	241.428254	8		214.503229	241.419559	8		214.480044	241.499258	8		214.50178	241.425356	8
241.428254	251.991917	9		241.419559	252.010755	9		241.499258	252.057125	9		241.425356	252.015102	9
251.991917	264.523407	10		252.010755	264.490079	10		252.057125	264.584268	10		252.015102	264.575573	10
264.523407	273.038097	11		264.490079	272.75408	11		264.584268	272.812043	11		264.575573	272.806247	11
285.172543	293.762584	12		285.158053	293.714765	12		285.152257	293.690131	12		285.216015	293.80026	12
299.170484	308.487954	13		299.077744	308.492302	13		299.08499	308.500996	13		299.080642	308.511139	13
